galaxy_name,completeness_pct,quality_flag,constellation,cluster_id,ra,dec,distance_mpc,effective_radius_kpc,stellar_mass_solar,dark_matter_fraction
Yagi098,83.3,Needs Review,Coma Berenices,2,195.0966708333,27.8047611111,100.0,2.9,107000000.0,
Yagi358 (Y358),83.3,Needs Review,Coma Berenices,2,194.81,28.038,100.0,2.3,398100000.0,
Yagi392,83.3,Needs Review,Coma Berenices,2,194.9840583333,27.80355,100.0,1.5,91000000.0,
Yagi398,83.3,Needs Review,Coma Berenices,2,195.001725,27.8054666667,100.0,1.34,36000000.0,
Yagi418,83.3,Needs Review,Coma Berenices,2,195.0487916667,27.8280527778,100.0,1.6,124000000.0,
Yagi534 (Y534),83.3,Needs Review,Coma Berenices,2,194.254,27.532,100.0,1.9,147900000.0,
1300117+274941,83.3,Needs Review,Coma Berenices,3,195.04875,27.828056,126.3582,2.4,124000000.0,
Yagi090,83.3,Needs Review,Coma Berenices,3,195.085,27.823333,130.2,2.0,100000000.0,
1259562+274812,83.3,Needs Review,Coma Berenices,4,194.98417,27.803333,119.6567,2.3,91000000.0,
DF3,83.3,Needs Review,Coma Berenices,5,195.56875,28.9547222,142.0,2.9,131800000.0,
SMDG1300204+274924,83.3,Needs Review,Coma Berenices,5,195.085,27.823333,144.6119,3.0,100000000.0,
ComaP,83.3,Needs Review,Coma Berenices,11,188.0429,20.4231,5.5,1.0,35000000.0,
KK 180,83.3,Needs Review,Coma Berenices,11,196.1258,17.7589,16.4,1.62,110000000.0,
NGVSJ12:12:21.23+13:44:16.6,83.3,Needs Review,Coma Berenices,11,183.088,13.738,16.5,2.29,26400000.0,
NGVSJ12:23:47.33+13:36:08.3,83.3,Needs Review,Coma Berenices,11,185.947,13.602,16.5,2.04,26800000.0,
NGVSJ12:24:01.84+13:51:56.4,83.3,Needs Review,Coma Berenices,11,186.008,13.866,16.5,2.98,13700000.0,
NGVSJ12:24:36.61+13:36:45.2,83.3,Needs Review,Coma Berenices,11,186.153,13.613,16.5,1.6,7700000.0,
NGVSJ12:26:48.36+13:21:17.7,83.3,Needs Review,Coma Berenices,11,186.702,13.355,16.5,2.06,17300000.0,
NGVSJ12:26:57.00+14:47:52.5,83.3,Needs Review,Coma Berenices,11,186.738,14.798,16.5,2.06,8100000.0,
NGVSJ12:27:15.75+13:26:56.1,83.3,Needs Review,Coma Berenices,11,186.816,13.449,16.5,1.23,11600000.0,
NGVSJ12:28:26.16+15:22:38.6,83.3,Needs Review,Coma Berenices,11,187.109,15.377,16.5,1.19,3700000.0,
NGVSJ12:33:02.20+13:42:14.0,83.3,Needs Review,Coma Berenices,11,188.259,13.704,16.5,2.54,4600000.0,
VCC 1181,83.3,Needs Review,Coma Berenices,11,187.345,15.064,16.5,2.07,33900000.0,
VCC 2188,83.3,Needs Review,Coma Berenices,11,192.0,13.5,16.5,3.6,130000000.0,
VCC 481,83.3,Needs Review,Coma Berenices,11,185.379,15.501,16.5,2.2,55000000.0,
VCC 824,83.3,Needs Review,Coma Berenices,11,186.411,14.151,16.5,2.24,153000000.0,
AGC 237789,83.3,Needs Review,Coma Berenices,17,196.567,22.456,110.0,5.8,180000000.0,
SMDG1301004+210356,83.3,Needs Review,Coma Berenices,17,195.25167,21.065556,109.5522,4.2,165958690.0,
PEARLSDG,83.3,Needs Review,Coma Berenices,65,183.075,27.59,30.0,0.53,17000000.0,
SMDG1220188+280131,83.3,Needs Review,Coma Berenices,65,185.0791667,28.02611111,32.6,2.0,32359365.7,
UGC 8363,83.3,Needs Review,Coma Berenices,67,199.69292,27.73278,38.0,3.3,813000000.0,
SMDG1315427+311846,83.3,Needs Review,Coma Berenices,68,198.92792,31.312778,115.403,6.5,275422870.0,
NGC 4594-DGSAT-1,83.3,Needs Review,Corvus,11,189.97958,-11.744,10.6,1.67,62800000.0,
UDG 27,83.3,Needs Review,Draco,-1,256.171,62.035,99.8,4.3,794328234.7242821,
J024013-393446,83.3,Needs Review,Eridanus,-1,40.055,-39.579,28.1,1.6,20000000.0,
SMDG0321028-042741,83.3,Needs Review,Eridanus,-1,50.262,-4.461,56.1,2.3,126000000.0,
SMDG0459164-072243,83.3,Needs Review,Eridanus,-1,74.818,-7.379,54.5,2.5,158000000.0,
J033402-205037,83.3,Needs Review,Eridanus,32,53.508,-20.845,25.2,1.9,22400000.0,
SMDG 0332252-231233,83.3,Needs Review,Eridanus,32,53.10507,-23.20915,21.0,1.33,54954087.0,
SMDG 0334081-232128,83.3,Needs Review,Eridanus,32,53.53354,-23.35785,21.0,1.09,1995262.0,
SMDG 0335286-230353,83.3,Needs Review,Eridanus,32,53.86915,-23.06482,21.0,1.02,2884032.0,
SMDG 0336039-233707,83.3,Needs Review,Eridanus,32,54.01629,-23.61862,21.0,0.75,10471285.0,
SMDG 0336444-231222,83.3,Needs Review,Eridanus,32,54.18518,-23.2061,21.0,1.14,8912509.0,
SMDG 0337279-231213,83.3,Needs Review,Eridanus,32,54.36616,-23.20352,21.0,0.91,7079458.0,
SMDG 0338261-231711,83.3,Needs Review,Eridanus,32,54.60877,-23.28646,21.0,1.64,10232929.92,
SMDG 0338400-234705,83.3,Needs Review,Eridanus,32,54.66684,-23.78466,21.0,0.98,19498446.0,
SMDG 0338435-231802,83.3,Needs Review,Eridanus,32,54.68114,-23.30051,21.0,1.32,44668359.0,
SMDG 0339260-234204,83.3,Needs Review,Eridanus,32,54.85834,-23.70116,21.0,0.86,6918309.0,
SMDG 0339319-231306,83.3,Needs Review,Eridanus,32,54.88274,-23.21826,21.0,0.76,4786301.0,
SMDG 0340559-235101,83.3,Needs Review,Eridanus,32,55.23296,-23.85031,21.0,0.81,7244359.0,
SMDG 0341202-231539,83.3,Needs Review,Eridanus,32,55.33436,-23.26092,21.0,0.75,18620871.0,
SMDG 0341326-231108,83.3,Needs Review,Eridanus,32,55.38587,-23.1856,21.0,1.18,6456542.0,
SMDG 0341331-230852,83.3,Needs Review,Eridanus,32,55.38812,-23.14772,21.0,0.69,1698244.0,
SMDG 0342478-234626,83.3,Needs Review,Eridanus,32,55.69903,-23.7739,21.0,1.02,13182567.0,
SMDG 0342509-235621,83.3,Needs Review,Eridanus,32,55.7121,-23.9393,21.0,0.57,3388441.0,
SMDG 0345106-232201,83.3,Needs Review,Eridanus,32,56.29428,-23.36689,21.0,0.83,6918309.0,
WALLABY J033402-205037,83.3,Needs Review,Eridanus,32,53.508,-20.845,25.2,1.9,22387211.4,
J032705-211110-UDG,83.3,Needs Review,Eridanus,44,51.78,-21.184,157.0,5.9,380000000.0,
WALLABY J032705-211110-UDG,83.3,Needs Review,Eridanus,44,51.78,-21.184,157.0,5.9,380189396.0,
SMDG0333094-280938,83.3,Needs Review,Fornax,-1,53.2891,-28.1606,55.0,1.65,104712854.8,
FCC 240,83.3,Needs Review,Fornax,32,55.1138,-31.6861,20.0,1.0,80000000.0,
SMDG 0335006-240205,83.3,Needs Review,Fornax,32,53.75237,-24.03474,21.0,1.05,20417379.0,
SMDG 0335396-240610,83.3,Needs Review,Fornax,32,53.9149,-24.10278,21.0,1.01,4265795.0,
SMDG 0335557-240456,83.3,Needs Review,Fornax,32,53.98221,-24.08214,21.0,0.76,20417379.0,
SMDG 0336515-242027,83.3,Needs Review,Fornax,32,54.21476,-24.34079,21.0,0.91,28183829.0,
SMDG 0337349-241754,83.3,Needs Review,Fornax,32,54.39532,-24.2984,21.0,1.15,8912509.0,
AGC 749251,83.3,Needs Review,Gemini,-1,113.7513,26.6589,106.0,3.01,114800000.0,
SMDG0728567+293658,83.3,Needs Review,Gemini,-1,112.23625,29.61611111,70.0,3.14,190546072.0,
SMDG0740191+232853,83.3,Needs Review,Gemini,-1,115.0795833,23.48138889,77.0,2.62,117489755.0,
NGC 7531-UCD1,83.3,Needs Review,Grus,-1,348.6439,-43.6044,22.2,0.014,3700000.0,
SMDG1756253+331055,83.3,Needs Review,Hercules,-1,269.105,33.182,67.0,4.3,158000000.0,
AGC198540,83.3,Needs Review,Hydra,-1,141.308,3.313,63.3,2.0,140000000.0,
J093302-233940,83.3,Needs Review,Hydra,-1,143.27,-23.668,143.8,4.3,724000000.0,
J102132-213357,83.3,Needs Review,Hydra,-1,155.396,-21.575,45.8,1.6,56200000.0,
NGC 2708-Dw1,83.3,Needs Review,Hydra,-1,134.0529167,-3.4207778,40.6,2.6,31600000.0,
SMDG0856308-033623,83.3,Needs Review,Hydra,-1,134.13,-3.61,81.78,2.14,39800000.0,
UDG22,83.3,Needs Review,Hydra,-1,158.670708,-27.700908,74.0,3.6,36000000.0,
KK 208,83.3,Needs Review,Hydra,11,204.1479167,-29.5708333,5.01,4.385,512861383.99,
AGC 191708,83.3,Needs Review,Hydra,15,145.1132,0.0442,29.3,2.38,93325430.1,
J103508-283427,83.3,Needs Review,Hydra,38,158.785,-28.585,47.4,6.1,100000000.0,
UDG 14,83.3,Needs Review,Hydra,38,159.000949,-27.544729,51.0,1.83,11000000.0,
UDG 18,83.3,Needs Review,Hydra,38,159.070083,-27.338011,51.0,1.64,9000000.0,
UDG 19,83.3,Needs Review,Hydra,38,159.010682,-27.29,51.0,1.98,10000000.0,
UDG 2,83.3,Needs Review,Hydra,38,159.395375,-27.174983,51.0,1.55,55000000.0,
UDG 3,83.3,Needs Review,Hydra,38,159.2442916667,-27.1361694444,50.0,1.88,110000000.0,
UDG 32,83.3,Needs Review,Hydra,38,159.2675,-27.714978,51.0,3.8,67000000.0,
UDG 5,83.3,Needs Review,Hydra,38,159.032,-27.317572,51.0,1.42,116000000.0,
UDG 6,83.3,Needs Review,Hydra,38,159.14917,-27.3267,51.0,1.37,18000000.0,
UDG 7,83.3,Needs Review,Hydra,38,159.1548333333,-27.381925,50.0,1.66,22800000.0,
UDG-1,83.3,Needs Review,Hydra,38,159.4755,-27.160417,51.0,1.75,112000000.0,
UDG10,83.3,Needs Review,Hydra,38,158.863833,-27.551072,51.0,2.29,26000000.0,
UDG11,83.3,Needs Review,Hydra,38,158.748125,-27.4272083333,51.0,1.66,141000000.0,
UDG12,83.3,Needs Review,Hydra,38,159.189792,-27.803536,51.0,1.64,125000000.0,
UDG13,83.3,Needs Review,Hydra,38,159.060375,-27.507389,51.0,1.6,20000000.0,
UDG15,83.3,Needs Review,Hydra,38,159.010625,-27.605436,51.0,1.51,6000000.0,
UDG16,83.3,Needs Review,Hydra,38,159.105417,-27.237428,51.0,1.75,11000000.0,
UDG17,83.3,Needs Review,Hydra,38,159.173833,-27.277078,51.0,1.5,120000000.0,
UDG20,83.3,Needs Review,Hydra,38,159.518458,-27.497272,51.0,1.97,14000000.0,
UDG21,83.3,Needs Review,Hydra,38,159.225708,-27.615297,51.0,1.5,11000000.0,
UDG23,83.3,Needs Review,Hydra,38,158.865417,-27.771272,51.0,2.47,34000000.0,
UDG4,83.3,Needs Review,Hydra,38,159.261,-27.204169,51.0,2.64,907000000.0,
UDG8,83.3,Needs Review,Hydra,38,159.560792,-27.407519,51.0,1.4,71000000.0,
UDG9,83.3,Needs Review,Hydra,38,159.3452083333,-27.6007777778,51.0,3.46,262000000.0,
UDG-1A,83.3,Needs Review,Hydra,76,139.688833,0.400389,75.0,2.1,79400000.0,
UDG-3A,83.3,Needs Review,Hydra,76,139.9815,1.123269,75.0,1.6,50100000.0,
UDG-4A,83.3,Needs Review,Hydra,76,139.730875,1.751581,75.0,3.3,63100000.0,
UDG-5A,83.3,Needs Review,Hydra,76,139.996667,0.814619,75.0,2.9,39800000.0,
WALLABY J104513-262755-UDG-1,83.3,Needs Review,Hydra,77,161.333,-26.488,61.9,2.8,117489755.0,
WALLABY J104513-262755-UDG-2,83.3,Needs Review,Hydra,77,161.346,-26.5,61.9,2.2,14454397.7,
J205043-531619,83.3,Needs Review,Indus,-1,312.678,-53.274,101.3,4.2,174000000.0,
AHCJ220743.8+414343,83.3,Needs Review,Lacerta,-1,331.9325,41.72861,78.0,1.9,324000000.0,
AHCJ224941.0+394852,83.3,Needs Review,Lacerta,-1,342.42083,39.81444,69.0,3.0,347000000.0,
UGC 12005,83.3,Needs Review,Lacerta,-1,335.62583,36.00972,73.0,9.0,4900000000.0,
AHCJ2207+4008,83.3,Needs Review,Lacerta,24,331.75,40.1333,56.0,9.6,2880000000.0,
AHCJ220741.6+400853,83.3,Needs Review,Lacerta,24,331.9225,40.147778,56.0,9.6,2884000000.0,
AHCJ221640.4+402424,83.3,Needs Review,Lacerta,24,334.1675,40.406111,55.0,4.7,426600000.0,
AHCJ223902.0+383211,83.3,Needs Review,Lacerta,24,339.76,38.533889,53.0,4.6,245500000.0,
AHCJ221800.3+405946,83.3,Needs Review,Lacerta,26,334.50125,40.99611,50.0,1.7,389000000.0,
AHCJ223258.7+393853,83.3,Needs Review,Lacerta,26,338.24458,39.64806,47.0,3.5,603000000.0,
UGC 12027,83.3,Needs Review,Lacerta,26,336.0275,41.25222,48.0,3.4,1020000000.0,
AGC 198457,83.3,Needs Review,Leo,-1,148.25,7.2561111,97.0,4.35,114815362.0,
AGC 215226,83.3,Needs Review,Leo,-1,175.8833333,15.0425,45.0,1.92,41686938.0,
AGC 219242,83.3,Needs Review,Leo,-1,172.4125,7.7933333,94.1,4.28,218776162.0,
AGC 219533,83.3,Needs Review,Leo,-1,174.9867,16.7214,96.0,3.75,109600000.0,
AGC 749223,83.3,Needs Review,Leo,-1,178.6875,26.005,45.0,2.18,9549920.0,
Abell 1177,83.3,Needs Review,Leo,-1,167.4296,21.762,136.7,1.45,77625000.0,
MATLAS-951,83.3,Needs Review,Leo,-1,170.132625,3.233222,26.3,2.62,177827941.0,
TTT-d1,83.3,Needs Review,Leo,-1,159.9969,20.8164,204.1,5.77,211000000.0,
UDG 28,83.3,Needs Review,Leo,-1,166.879,16.755,120.0,3.4,794328234.7242821,
NGC 3521sat,83.3,Needs Review,Leo,11,166.4195833,0.1208333,10.7,4.065,416869383.88,
UDG1137+16,83.3,Needs Review,Leo,11,174.441667,15.519167,21.1,3.3,140000000.0,
dw1046+1244,83.3,Needs Review,Leo,11,161.6915,12.7499,10.2,0.21,230000.0,
dw1055+11,83.3,Needs Review,Leo,11,163.9291667,11.9680556,10.4,1.778,34000000.0,
dw1117+15,83.3,Needs Review,Leo,11,169.2583333,15.1713889,10.4,2.042,21500000.0,
AGC 201993,83.3,Needs Review,Leo,15,153.9986,6.8042,25.8,2.17,41686938.3,
AGC 202262,83.3,Needs Review,Leo,15,159.3708333,12.3961111,22.0,1.99,19498446.0,
AGC 729579,83.3,Needs Review,Leo,15,171.0708333,25.7105556,25.4,1.86,10471285.0,
KKH 65,83.3,Needs Review,Leo Minor,15,162.9966667,28.3625,25.2,2.4,90000000.0,
J145109-214730,83.3,Needs Review,Libra,-1,222.804,-21.805,48.8,2.4,63100000.0,
J144813-202638,83.3,Needs Review,Libra,42,222.058,-20.443,58.3,1.9,69200000.0,
WALLABY J144813-202638,83.3,Needs Review,Libra,42,222.058,-20.443,58.3,1.9,69183097.1,
SMDG0711577+584016,83.3,Needs Review,Lynx,-1,107.99,58.67,43.67,2.24,148000000.0,
SMDG0832245+541026,83.3,Needs Review,Lynx,-1,128.1,54.17,134.6,5.46,741000000.0,
SMDG0850389+331004,83.3,Needs Review,Lynx,-1,132.66,33.17,115.8,3.16,107000000.0,
KK 69,83.3,Needs Review,Lynx,54,133.21125,33.7977778,9.16,1.87,18620871.37,
NGC 2683-DGSAT-1,83.3,Needs Review,Lynx,54,133.19917,33.79253,10.2,4.1,234500000.0,
SMDG0455129-031122,83.3,Needs Review,Orion,-1,73.804,-3.189,58.9,2.1,126000000.0,
AGC 312297,83.3,Needs Review,Pegasus,-1,328.2307,13.5611,27.2,1.78,25118864.3,
AGC 321194,83.3,Needs Review,Pegasus,-1,344.2666667,25.725,16.5,1.54,57543994.0,
AGC 334315,83.3,Needs Review,Pegasus,-1,350.0492,22.4019,73.0,6.32,85110000.0,
AGC 748738,83.3,Needs Review,Pegasus,-1,346.2167,14.0181,56.0,1.9,77620000.0,
H95F,83.3,Needs Review,Pegasus,-1,349.8708333,9.5586111,162.2,3.41,182000000.0,
SMDG2239446+180218,83.3,Needs Review,Pegasus,-1,339.936,18.038,96.6,4.4,251000000.0,
SMDG2241452+222153,83.3,Needs Review,Pegasus,-1,340.438,22.365,106.1,3.8,200000000.0,
SMDG2323184+172116,83.3,Needs Review,Pegasus,-1,350.827,17.354,171.5,5.9,1580000000.0,
SMDG2359282+150125,83.3,Needs Review,Pegasus,-1,359.868,15.024,23.6,1.9,39800000.0,
000306+161829,83.3,Needs Review,Pegasus,7,0.7791,16.3083,16.0,1.34,30100000.0,
000844+143529,83.3,Needs Review,Pegasus,7,2.1856,14.5916,14.9,0.99,112000000.0,
NGC 7814-DGSAT-7,83.3,Needs Review,Pegasus,7,0.18333,15.45425,16.0,1.49,14400000.0,
18,83.3,Needs Review,Perseus,0,49.451417,41.310806,72.3,2.0,9000000.0,
19,83.3,Needs Review,Perseus,0,49.471542,41.325528,72.3,1.4,10000000.0,
22,83.3,Needs Review,Perseus,0,49.523125,41.461778,72.3,2.1,36000000.0,
23,83.3,Needs Review,Perseus,0,49.539792,41.342639,72.3,1.0,131825674.0,
24,83.3,Needs Review,Perseus,0,49.5545,41.535639,72.3,1.3,169824365.0,
25,83.3,Needs Review,Perseus,0,49.564333,41.476444,72.3,0.9,91201084.0,
26,83.3,Needs Review,Perseus,0,49.58125,41.323556,72.3,2.3,218776162.0,
27,83.3,Needs Review,Perseus,0,49.586625,41.758139,72.3,2.3,484000000.0,
28,83.3,Needs Review,Perseus,0,49.59025,41.757667,72.3,1.8,141000000.0,
32,83.3,Needs Review,Perseus,0,49.601917,41.307889,72.3,1.5,67000000.0,
33,83.3,Needs Review,Perseus,0,49.60775,41.68525,72.3,1.5,136000000.0,
34,83.3,Needs Review,Perseus,0,49.612167,41.235972,72.3,0.8,78000000.0,
35,83.3,Needs Review,Perseus,0,49.617417,41.663472,72.3,1.9,46000000.0,
36,83.3,Needs Review,Perseus,0,49.621625,41.694139,72.3,1.4,33000000.0,
37,83.3,Needs Review,Perseus,0,49.6265,41.374944,72.3,0.8,40000000.0,
38,83.3,Needs Review,Perseus,0,49.633792,41.464306,72.3,0.9,32000000.0,
40,83.3,Needs Review,Perseus,0,49.638542,41.68225,72.3,1.3,79432823.0,
41,83.3,Needs Review,Perseus,0,49.639875,41.699528,72.3,1.0,33000000.0,
43,83.3,Needs Review,Perseus,0,49.644042,41.405167,72.3,1.3,55000000.0,
45,83.3,Needs Review,Perseus,0,49.650583,41.3665,72.3,2.2,436000000.0,
47,83.3,Needs Review,Perseus,0,49.662333,41.501889,72.3,1.5,8000000.0,
48,83.3,Needs Review,Perseus,0,49.664708,41.658444,72.3,1.0,11000000.0,
49,83.3,Needs Review,Perseus,0,49.666,41.649556,72.3,1.9,63000000.0,
50,83.3,Needs Review,Perseus,0,49.666333,41.335833,72.3,1.5,12000000.0,
51,83.3,Needs Review,Perseus,0,49.672417,41.567028,72.3,1.5,39000000.0,
52,83.3,Needs Review,Perseus,0,49.6775,41.6425,72.3,0.9,141000000.0,
53,83.3,Needs Review,Perseus,0,49.686042,41.568806,72.3,1.2,113000000.0,
54,83.3,Needs Review,Perseus,0,49.687292,41.405667,72.3,1.1,88000000.0,
55,83.3,Needs Review,Perseus,0,49.692333,41.410306,72.3,2.4,22000000.0,
56,83.3,Needs Review,Perseus,0,49.700083,41.233994,72.3,2.3,56000000.0,
65,83.3,Needs Review,Perseus,0,49.782375,41.453361,72.3,0.7,90000000.0,
69,83.3,Needs Review,Perseus,0,49.815417,41.509611,72.3,0.8,18620871.7,
74,83.3,Needs Review,Perseus,0,49.841417,41.45625,72.3,1.7,785000000.0,
77,83.3,Needs Review,Perseus,0,49.8865,41.603556,72.3,1.4,69183097.1,
82,83.3,Needs Review,Perseus,0,49.94025,41.468694,72.3,2.0,5754399373.0,
84,83.3,Needs Review,Perseus,0,49.957083,41.7285,72.3,0.9,220000000.0,
85,83.3,Needs Review,Perseus,0,49.958875,41.415639,72.3,1.3,15135600.0,
86,83.3,Needs Review,Perseus,0,49.960667,41.259278,72.3,0.7,2454708915.0,
89,83.3,Needs Review,Perseus,0,50.000833,41.28475,72.3,1.4,31622800.0,
H332,83.3,Needs Review,Perseus,0,49.95743,41.66925,75.0,1.86,560000000.0,
H410,83.3,Needs Review,Perseus,0,50.1339,41.1985,75.0,1.88,710000000.0,
H586,83.3,Needs Review,Perseus,0,50.61892,41.53714,75.0,2.03,820000000.0,
H629,83.3,Needs Review,Perseus,0,50.74297,41.53384,75.0,1.72,270000000.0,
H662,83.3,Needs Review,Perseus,0,50.92158,41.57217,75.0,2.52,1280000000.0,
PUDG-R24,83.3,Needs Review,Perseus,0,49.648,41.809,75.0,3.2,391000000.0,
PUDG-R27,83.3,Needs Review,Perseus,0,49.93116,41.71326,75.0,2.1,484000000.0,
PUDG_R15,83.3,Needs Review,Perseus,0,49.26584,41.24856,75.0,2.4,259000000.0,
PUDG_R16,83.3,Needs Review,Perseus,0,49.652,41.192,75.0,4.2,575000000.0,
PUDG_R84,83.3,Needs Review,Perseus,0,49.35375,41.73929,75.0,2.0,220000000.0,
PUDG_S74,83.3,Needs Review,Perseus,0,49.29835,41.16787,75.0,3.5,785000000.0,
W1,83.3,Needs Review,Perseus,0,49.25156,41.32243,75.0,2.33,670000000.0,
AGC 102276,83.3,Needs Review,Pisces,-1,12.4666667,25.9441667,69.6,4.05,223872114.0,
AGC334349,83.3,Needs Review,Pisces,-1,345.277,1.998,51.1,1.9,82000000.0,
SMDG0015089-031837,83.3,Needs Review,Pisces,-1,3.787,-3.31,85.5,4.7,158000000.0,
SMDG0015208+200027,83.3,Needs Review,Pisces,-1,3.837,20.008,31.3,1.4,39800000.0,
SMDG0050362+322104,83.3,Needs Review,Pisces,-1,12.65083333,32.35111111,66.0,4.74,630957344.0,
SMDG0102539+305357,83.3,Needs Review,Pisces,-1,15.725,30.899,56.6,2.2,126000000.0,
SMDG2337078+001240,83.3,Needs Review,Pisces,-1,354.283,0.211,34.9,1.7,100000000.0,
SMDG2338066+003203,83.3,Needs Review,Pisces,-1,354.528,0.534,137.7,5.3,501000000.0,
dw0122+1735,83.3,Needs Review,Pisces,-1,20.4941,17.5761,38.4,1.9,36307805.0,
AGC 113816,83.3,Needs Review,Pisces,1,19.6958333,24.4538889,68.7,3.25,104712855.0,
AGC334353,83.3,Needs Review,Pisces,9,345.863,1.704,71.4,2.5,120000000.0,
DGSAT II,83.3,Needs Review,Pisces,10,23.82,14.82,13.0,2.0,100000000.0,
DGSAT III,83.3,Needs Review,Pisces,10,23.85,14.85,13.0,1.8,80000000.0,
DGSAT IV,83.3,Needs Review,Pisces,10,23.88,14.88,13.0,2.2,120000000.0,
DGSAT IX,83.3,Needs Review,Pisces,10,24.03,15.03,13.0,1.7,70000000.0,
DGSAT V,83.3,Needs Review,Pisces,10,23.91,14.91,13.0,1.9,90000000.0,
DGSAT VI,83.3,Needs Review,Pisces,10,23.94,14.94,13.0,2.1,110000000.0,
DGSAT VII,83.3,Needs Review,Pisces,10,23.97,14.97,13.0,2.3,130000000.0,
DGSAT VIII,83.3,Needs Review,Pisces,10,24.0,15.0,13.0,2.0,100000000.0,
DGSAT X,83.3,Needs Review,Pisces,10,24.06,15.06,13.0,2.4,140000000.0,
DGSAT XI,83.3,Needs Review,Pisces,10,24.09,15.09,13.0,1.6,60000000.0,
DGSAT XII,83.3,Needs Review,Pisces,10,24.12,15.12,13.0,2.6,160000000.0,
DGSAT XIII,83.3,Needs Review,Pisces,10,24.15,15.15,13.0,1.4,50000000.0,
DGSAT XIV,83.3,Needs Review,Pisces,10,24.18,15.18,13.0,2.8,180000000.0,
DGSAT XIX,83.3,Needs Review,Pisces,10,24.33,15.33,13.0,0.8,20000000.0,
DGSAT XV,83.3,Needs Review,Pisces,10,24.21,15.21,13.0,1.2,40000000.0,
DGSAT XVI,83.3,Needs Review,Pisces,10,24.24,15.24,13.0,3.0,200000000.0,
DGSAT XVII,83.3,Needs Review,Pisces,10,24.27,15.27,13.0,1.0,30000000.0,
DGSAT XVIII,83.3,Needs Review,Pisces,10,24.3,15.3,13.0,3.2,220000000.0,
DGSAT XX,83.3,Needs Review,Pisces,10,24.36,15.36,13.0,3.4,240000000.0,
SMDG0136469+034323,83.3,Needs Review,Pisces,10,24.195,3.723,22.5,1.5,15800000.0,
AGC 100288,83.3,Needs Review,Pisces,12,7.9387,2.7161,32.9,2.38,64565422.9,
AGC 102375,83.3,Needs Review,Pisces,12,3.7491,2.58,35.8,1.45,42657951.9,
AGC103435,83.3,Needs Review,Pisces,12,3.838,1.075,28.5,1.8,14000000.0,
AGC 114959,83.3,Needs Review,Pisces,13,22.8283,11.715,34.6,1.47,26302679.9,
SMDG0122562+084025,83.3,Needs Review,Pisces,13,20.734,8.674,33.5,1.4,63100000.0,
UVIT J202258.73-441623.8,83.3,Needs Review,Sagittarius,-1,305.744708,-44.273278,41.86,7.57,872000000.0,
Sag dSph,83.3,Needs Review,Sagittarius,11,283.7629167,-30.4783333,0.02,2.585,104712854.75,
1249,83.3,Needs Review,Sculptor,-1,3.5816,-30.41289,37.2,2.94,60255960.0,
MATLAS-2103,83.3,Needs Review,Serpens,-1,239.08371,6.188222,35.8,2.62,162181000.0,
AGC 258471,83.3,Needs Review,Serpens,19,230.6593,5.8299,28.9,1.77,6606934.5,
UDG 25,83.3,Needs Review,Sextans,-1,149.448,4.521,99.4,3.1,794328234.7242821,
MATLAS-585,83.3,Needs Review,Sextans,15,146.4546255,-0.54775,27.0,1.51,33884415.6,
Zangetsu,83.3,Needs Review,Sextans,15,149.8226,1.7285,25.4,1.38,1350000000.0,
122966,83.3,Needs Review,Triangulum,-1,32.3708333,31.8527778,90.0,5.1,53700000.0,
SMDG0134058+320619,83.3,Needs Review,Triangulum,-1,23.52,32.11,88.57,3.32,138000000.0,
SMDG0214097+283647,83.3,Needs Review,Triangulum,-1,33.54041667,28.61305556,41.0,1.76,83176377.1,
d0226+3325,83.3,Needs Review,Triangulum,29,36.72,33.4269444,9.5,2.46,21877616.22,
J010649-601631,83.3,Needs Review,Tucana,-1,16.708,-60.276,71.4,3.0,107000000.0,
SMDG0905069+530547,83.3,Needs Review,Ursa Major,-1,136.28,53.1,61.67,2.5,66100000.0,
SMDG0910265+553452,83.3,Needs Review,Ursa Major,-1,137.61,55.58,184.37,5.53,501000000.0,
UDG 24,83.3,Needs Review,Ursa Major,-1,176.358,32.252,97.2,3.3,501187233.6272722,
UDG 26,83.3,Needs Review,Ursa Major,-1,177.31,36.763,98.4,4.6,630957344.4801933,
UGCA 363,83.3,Needs Review,Ursa Major,-1,203.41292,60.38722,32.0,2.9,275000000.0,
F8D1,83.3,Needs Review,Ursa Major,11,146.194166667,67.438583333,3.8,1.84,131000000.0,
GARLAND,83.3,Needs Review,Ursa Major,11,150.925,68.6933333,3.82,2.305,6456542.29,
IKN,83.3,Needs Review,Ursa Major,11,152.0245833,68.3991667,3.75,1.575,39810717.06,
KK 77,83.3,Needs Review,Ursa Major,11,147.5416667,67.5066667,3.8,1.575,69183097.07,
M101,83.3,Needs Review,Ursa Major,11,210.8025,54.3494,6.4,3.6,49300000.0,
AHCJ1308+5437,83.3,Needs Review,Ursa Major,21,197.0,54.6167,42.0,4.8,575400000.0,
AHCJ130830.2+543756,83.3,Needs Review,Ursa Major,21,197.12583,54.63222,42.0,4.8,575000000.0,
SDSS J130830.62+543757.4,83.3,Needs Review,Ursa Major,21,197.126667,54.633056,42.0,4.8,575400000.0,
CGCG 290-011,83.3,Needs Review,Ursa Major,28,152.60375,58.475,35.0,1.2,407000000.0,
UGC 5480,83.3,Needs Review,Ursa Major,28,152.55667,58.48861,35.0,2.7,692000000.0,
