galaxy_name,completeness_pct,quality_flag,constellation,cluster_id,ra,dec,distance_mpc,effective_radius_kpc,stellar_mass_solar,dark_matter_fraction
SMDG0728567+293658,83.3,Needs Review,Gemini,-1,112.23625,29.61611111111111,70.0,3.14,190546072.0,
SMDG0740191+232853,83.3,Needs Review,Gemini,-1,115.07958333333332,23.48138888888889,77.0,2.62,117489755.0,
NGC 7531-UCD1,83.3,Needs Review,Grus,-1,348.6439,-43.6044,22.2,0.014,3700000.0,
SMDG1756253+331055,83.3,Needs Review,Hercules,-1,269.1054167,33.1819444,66.2,4.3,158489319.2,
AGC198540,83.3,Needs Review,Hydra,-1,141.308,3.313,63.3,1.9,140000000.0,
J093302-233940,83.3,Needs Review,Hydra,-1,143.27,-23.668,143.8,4.3,724000000.0,
J102132-213357,83.3,Needs Review,Hydra,-1,155.396,-21.575,45.8,1.6,56200000.0,
J103508-283427,83.3,Needs Review,Hydra,-1,158.785,-28.585,47.4,6.1,100000000.0,
NGC 2708-Dw1,83.3,Needs Review,Hydra,-1,134.0529,-3.4208,40.6,2.6,31622776.6,
WALLABY J104513-262755-UDG-1,83.3,Needs Review,Hydra,-1,161.333,-26.488,61.9,2.8,117489755.0,
KK208,83.3,Needs Review,Hydra,5,204.1479167,-29.5708333,5.01,8.77,512861383.9,
AGC191708,83.3,Needs Review,Hydra,10,145.1132,0.0442,29.3,2.38,933254300.0,
J205043-531619,83.3,Needs Review,Indus,-1,312.678,-53.274,101.3,4.2,174000000.0,
AHCJ220743.8+414343,83.3,Needs Review,Lacerta,-1,331.9325,41.72861,78.0,1.9,324000000.0,
AHCJ224941.0+394852,83.3,Needs Review,Lacerta,-1,342.42083,39.81444,69.0,3.0,347000000.0,
UGC 12005,83.3,Needs Review,Lacerta,-1,335.62583,36.00972,73.0,9.0,4900000000.0,
AHCJ220741.6+400853,83.3,Needs Review,Lacerta,20,331.92333,40.14806,56.0,9.6,2880000000.0,
AHCJ221640.4+402424,83.3,Needs Review,Lacerta,20,334.16833,40.40667,55.0,4.7,427000000.0,
AHCJ223902.0+383211,83.3,Needs Review,Lacerta,20,339.75833,38.53639,53.0,4.6,245000000.0,
AHCJ221800.3+405946,83.3,Needs Review,Lacerta,21,334.50125,40.99611,50.0,1.7,389000000.0,
AHCJ223258.7+393853,83.3,Needs Review,Lacerta,21,338.24458,39.64806,47.0,3.5,603000000.0,
UGC 12027,83.3,Needs Review,Lacerta,21,336.0275,41.25222,48.0,3.4,1020000000.0,
AGC 198457,83.3,Needs Review,Leo,-1,148.25,7.256,97.0,4.35,114815362.0,
AGC 215226,83.3,Needs Review,Leo,-1,175.883,15.043,45.0,1.92,41686938.0,
AGC 219242,83.3,Needs Review,Leo,-1,172.413,7.793,94.1,4.28,218776162.0,
AGC 219533,83.3,Needs Review,Leo,-1,174.9867,16.7214,96.0,3.75,109647819.6,
AGC 729579,83.3,Needs Review,Leo,-1,171.071,25.711,25.4,1.86,10471285.0,
AGC 749223,83.3,Needs Review,Leo,-1,178.688,26.005,45.0,2.18,9549926.0,
Abell 1177,83.3,Needs Review,Leo,-1,167.4296,21.762,136.7,1.45,77625000.0,
MATLAS-951,83.3,Needs Review,Leo,-1,170.132625,3.233222,26.3,2.62,177827941.0,
NGC 3521sat,83.3,Needs Review,Leo,5,166.4195833,0.12083333,10.7,4.065,416869383.6,
dw1046+1244,83.3,Needs Review,Leo,5,161.6915,12.7499,10.2,0.21,230000.0,
dw1055+11,83.3,Needs Review,Leo,5,163.93125,11.96806,10.7,1.78,34000000.0,
dw1117+15,83.3,Needs Review,Leo,5,169.25875,15.17139,10.7,2.04,21500000.0,
AGC 202262,83.3,Needs Review,Leo,10,159.371,12.396,22.0,1.99,19498446.0,
AGC201993,83.3,Needs Review,Leo,10,153.9986,6.8042,25.8,2.17,416869383.0,
J144813-202638,83.3,Needs Review,Libra,-1,222.058,-20.443,58.3,1.9,69200000.0,
J145109-214730,83.3,Needs Review,Libra,-1,222.804,-21.805,48.8,2.4,63100000.0,
NGC 2683-DGSAT-1,83.3,Needs Review,Lynx,-1,133.19917,33.79253,10.2,4.1,234500000.0,
SMDG0455129-031122,83.3,Needs Review,Orion,-1,73.80375,-3.1894444,58.2,2.1,125892541.2,
AGC 321194,83.3,Needs Review,Pegasus,-1,344.267,25.725,16.5,1.54,57543994.0,
AGC 748738,83.3,Needs Review,Pegasus,-1,346.2167,14.0181,56.0,1.9,77624712.0,
AGC312297,83.3,Needs Review,Pegasus,-1,328.2307,13.5611,27.2,1.78,251188643.0,
H95F,83.3,Needs Review,Pegasus,-1,349.8708,9.5586,162.2,3.41,182000000.0,
SMDG2239446+180218,83.3,Needs Review,Pegasus,-1,339.9358333,18.0383333,95.0,4.4,251188643.2,
SMDG2241452+222153,83.3,Needs Review,Pegasus,-1,340.4383333,22.3647222,104.0,3.8,199526231.5,
SMDG2323184+172116,83.3,Needs Review,Pegasus,-1,350.8266667,17.3544444,166.3,5.9,1584893192.0,
SMDG2359282+150125,83.3,Needs Review,Pegasus,-1,359.8675,15.0236111,23.5,1.9,39810717.06,
000306+161829,83.3,Needs Review,Pegasus,1,0.7791,16.3083,16.0,1.34,30100000.0,
NGC 7814-DGSAT-7,83.3,Needs Review,Pegasus,1,0.18333,15.45425,16.0,1.49,14400000.0,
AGC 102276,83.3,Needs Review,Pegasus,7,0.831,25.944,69.6,4.05,223872113.0,
AGC 113816,83.3,Needs Review,Pegasus,7,1.313,24.454,68.7,3.25,104712854.0,
18,83.3,Needs Review,Perseus,0,49.451417,41.310806,72.3,2.0,9000000.0,
19,83.3,Needs Review,Perseus,0,49.471542,41.325528,72.3,1.4,10000000.0,
22,83.3,Needs Review,Perseus,0,49.523125,41.461778,72.3,2.1,36000000.0,
23,83.3,Needs Review,Perseus,0,49.539792,41.342639,72.3,1.0,131825674.0,
24,83.3,Needs Review,Perseus,0,49.5545,41.535639,72.3,1.3,169824365.0,
25,83.3,Needs Review,Perseus,0,49.564333,41.476444,72.3,0.9,91201084.0,
26,83.3,Needs Review,Perseus,0,49.58125,41.323556,72.3,2.3,218776162.0,
27,83.3,Needs Review,Perseus,0,49.586625,41.758139,72.3,2.3,484000000.0,
28,83.3,Needs Review,Perseus,0,49.59025,41.757667,72.3,1.8,141000000.0,
32,83.3,Needs Review,Perseus,0,49.601917,41.307889,72.3,1.5,67000000.0,
33,83.3,Needs Review,Perseus,0,49.60775,41.68525,72.3,1.5,136000000.0,
34,83.3,Needs Review,Perseus,0,49.612167,41.235972,72.3,0.8,78000000.0,
35,83.3,Needs Review,Perseus,0,49.617417,41.663472,72.3,1.9,46000000.0,
36,83.3,Needs Review,Perseus,0,49.621625,41.694139,72.3,1.4,33000000.0,
37,83.3,Needs Review,Perseus,0,49.6265,41.374944,72.3,0.8,40000000.0,
38,83.3,Needs Review,Perseus,0,49.633792,41.464306,72.3,0.9,32000000.0,
40,83.3,Needs Review,Perseus,0,49.638542,41.68225,72.3,1.3,79432823.0,
41,83.3,Needs Review,Perseus,0,49.639875,41.699528,72.3,1.0,33000000.0,
43,83.3,Needs Review,Perseus,0,49.644042,41.405167,72.3,1.3,55000000.0,
45,83.3,Needs Review,Perseus,0,49.650583,41.3665,72.3,2.2,436000000.0,
47,83.3,Needs Review,Perseus,0,49.662333,41.501889,72.3,1.5,8000000.0,
48,83.3,Needs Review,Perseus,0,49.664708,41.658444,72.3,1.0,11000000.0,
49,83.3,Needs Review,Perseus,0,49.666,41.649556,72.3,1.9,63000000.0,
50,83.3,Needs Review,Perseus,0,49.666333,41.335833,72.3,1.5,12000000.0,
51,83.3,Needs Review,Perseus,0,49.672417,41.567028,72.3,1.5,39000000.0,
52,83.3,Needs Review,Perseus,0,49.6775,41.6425,72.3,0.9,141000000.0,
53,83.3,Needs Review,Perseus,0,49.686042,41.568806,72.3,1.2,113000000.0,
54,83.3,Needs Review,Perseus,0,49.687292,41.405667,72.3,1.1,88000000.0,
55,83.3,Needs Review,Perseus,0,49.692333,41.410306,72.3,2.4,22000000.0,
56,83.3,Needs Review,Perseus,0,49.700083,41.233994,72.3,2.3,56000000.0,
65,83.3,Needs Review,Perseus,0,49.782375,41.453361,72.3,0.7,90000000.0,
69,83.3,Needs Review,Perseus,0,49.815417,41.509611,72.3,0.8,18620871.7,
74,83.3,Needs Review,Perseus,0,49.841417,41.45625,72.3,1.7,785000000.0,
77,83.3,Needs Review,Perseus,0,49.8865,41.603556,72.3,1.4,69183097.1,
82,83.3,Needs Review,Perseus,0,49.94025,41.468694,72.3,2.0,5754399373.0,
84,83.3,Needs Review,Perseus,0,49.957083,41.7285,72.3,0.9,220000000.0,
85,83.3,Needs Review,Perseus,0,49.958875,41.415639,72.3,1.3,15135600.0,
86,83.3,Needs Review,Perseus,0,49.960667,41.259278,72.3,0.7,2454708915.0,
89,83.3,Needs Review,Perseus,0,50.000833,41.28475,72.3,1.4,31622800.0,
AGC334349,83.3,Needs Review,Pisces,-1,345.277,1.998,51.1,1.4,82000000.0,
SMDG0015089-031837,83.3,Needs Review,Pisces,-1,3.7870833,-3.3102778,84.2,4.7,158489319.2,
SMDG0015208+200027,83.3,Needs Review,Pisces,-1,3.8366667,20.0075,31.1,1.4,39810717.06,
SMDG0050362+322104,83.3,Needs Review,Pisces,-1,12.650833333333336,32.35111111111111,66.0,4.74,630957344.0,
SMDG0102539+305357,83.3,Needs Review,Pisces,-1,15.7245833,30.8991667,56.0,2.2,125892541.2,
SMDG0136469+034323,83.3,Needs Review,Pisces,-1,24.1954167,3.7230556,22.4,1.5,15848931.92,
SMDG2337078+001240,83.3,Needs Review,Pisces,-1,354.2825,0.2111111,34.7,1.7,100000000.0,
SMDG2338066+003203,83.3,Needs Review,Pisces,-1,354.5275,0.5341667,134.3,5.3,501187233.6,
dw0122+1735,83.3,Needs Review,Pisces,-1,20.4941,17.5761,38.4,1.9,36300000.0,
DGSAT II,83.3,Needs Review,Pisces,3,23.82,14.82,13.0,2.0,100000000.0,
DGSAT III,83.3,Needs Review,Pisces,3,23.85,14.85,13.0,1.8,80000000.0,
DGSAT IV,83.3,Needs Review,Pisces,3,23.88,14.88,13.0,2.2,120000000.0,
DGSAT IX,83.3,Needs Review,Pisces,3,24.03,15.03,13.0,1.7,70000000.0,
DGSAT V,83.3,Needs Review,Pisces,3,23.91,14.91,13.0,1.9,90000000.0,
DGSAT VI,83.3,Needs Review,Pisces,3,23.94,14.94,13.0,2.1,110000000.0,
DGSAT VII,83.3,Needs Review,Pisces,3,23.97,14.97,13.0,2.3,130000000.0,
DGSAT VIII,83.3,Needs Review,Pisces,3,24.0,15.0,13.0,2.0,100000000.0,
DGSAT X,83.3,Needs Review,Pisces,3,24.06,15.06,13.0,2.4,140000000.0,
DGSAT XI,83.3,Needs Review,Pisces,3,24.09,15.09,13.0,1.6,60000000.0,
DGSAT XII,83.3,Needs Review,Pisces,3,24.12,15.12,13.0,2.6,160000000.0,
DGSAT XIII,83.3,Needs Review,Pisces,3,24.15,15.15,13.0,1.4,50000000.0,
DGSAT XIV,83.3,Needs Review,Pisces,3,24.18,15.18,13.0,2.8,180000000.0,
DGSAT XIX,83.3,Needs Review,Pisces,3,24.33,15.33,13.0,0.8,20000000.0,
DGSAT XV,83.3,Needs Review,Pisces,3,24.21,15.21,13.0,1.2,40000000.0,
DGSAT XVI,83.3,Needs Review,Pisces,3,24.24,15.24,13.0,3.0,200000000.0,
DGSAT XVII,83.3,Needs Review,Pisces,3,24.27,15.27,13.0,1.0,30000000.0,
DGSAT XVIII,83.3,Needs Review,Pisces,3,24.3,15.3,13.0,3.2,220000000.0,
DGSAT XX,83.3,Needs Review,Pisces,3,24.36,15.36,13.0,3.4,240000000.0,
AGC100288,83.3,Needs Review,Pisces,6,7.9387,2.7161,32.9,2.38,645654229.0,
AGC102375,83.3,Needs Review,Pisces,6,3.7491,2.58,35.8,1.45,426579518.0,
AGC103435,83.3,Needs Review,Pisces,6,3.8379,1.075,28.5,1.71,12302688.0,
AGC114959,83.3,Needs Review,Pisces,8,22.8283,11.715,34.6,1.47,263026799.0,
SMDG0122562+084025,83.3,Needs Review,Pisces,8,20.7341667,8.6736111,33.3,1.4,63095734.45,
AGC334353,83.3,Needs Review,Pisces,17,345.863,1.704,71.4,2.1,120000000.0,
UVIT J202258.73-441623.8,83.3,Needs Review,Sagittarius,-1,305.744708,-44.273278,41.86,7.57,872000000.0,
Sag dSph,83.3,Needs Review,Sagittarius,5,283.7629167,-30.47833,0.02,2.585,104712854.8,
1249,83.3,Needs Review,Sculptor,-1,3.5816,-30.41289,37.2,2.94,60255960.0,
MATLAS-2103,83.3,Needs Review,Serpens,-1,239.083708,6.188222,35.8,2.62,162181010.0,
AGC258471,83.3,Needs Review,Serpens,16,230.6593,5.8299,28.9,1.77,66069344.0,
MATLAS-585,83.3,Needs Review,Sextans,10,146.454625,-0.54775,27.0,1.51,338844156.0,
SMDG0214097+283647,83.3,Needs Review,Triangulum,-1,33.54041666666667,28.613055555555555,41.0,1.76,83176377.0,
d0226+3325,83.3,Needs Review,Triangulum,23,36.72,33.42694444,9.5,2.46,21877616.8,
J010649-601631,83.3,Needs Review,Tucana,-1,16.708,-60.276,71.4,3.0,107000000.0,
AGC 248945,83.3,Needs Review,Unknown,-1,662.08,9.05,84.0,8.55,331131121.5,
AGC 334315,83.3,Needs Review,Unknown,-1,523.76,9.25,73.0,8.49,85113880.2,
AGC 749290,83.3,Needs Review,Unknown,-1,392.38,9.17,97.0,8.47,208929613.1,
AHCJ130830.2+543756,83.3,Needs Review,Ursa Major,-1,197.12583,54.63222,42.0,4.8,575000000.0,
NGC 3669-DGSAT-2,83.3,Needs Review,Ursa Major,-1,171.20125,57.63278,43.1,1.86,31400000.0,
NGC 5631-Dw1,83.3,Needs Review,Ursa Major,-1,216.5567,56.5306,28.4,2.15,2511886.4,
UGCA 363,83.3,Needs Review,Ursa Major,-1,203.41292,60.38722,32.0,2.9,275000000.0,
GARLAND,83.3,Needs Review,Ursa Major,5,150.925,68.6933333,3.82,2.305,6456542.29,
IKN,83.3,Needs Review,Ursa Major,5,152.0245833,68.3991667,3.75,3.15,39810717.1,
M101,83.3,Needs Review,Ursa Major,5,210.8025,54.3494,6.4,3.6,49300000.0,
CGCG 290-011,83.3,Needs Review,Ursa Major,22,152.60375,58.475,35.0,1.2,407000000.0,
UGC 5480,83.3,Needs Review,Ursa Major,22,152.55667,58.48861,35.0,2.7,692000000.0,
UGC 5541,83.3,Needs Review,Ursa Major,22,154.23,58.38972,37.0,3.6,457000000.0,
NGC 3625-DGSAT-2,83.3,Needs Review,Ursa Major,40,170.34542,57.58058,37.3,1.54,18000000.0,
39,83.3,Needs Review,Virgo,-1,180.11,3.35,72.3,0.8,119000000.0,
46,83.3,Needs Review,Virgo,-1,213.6,-0.38,72.3,0.8,41686938.0,
AGC 122966,83.3,Needs Review,Virgo,-1,186.123,12.345,100.0,5.0,100000000.0,
AGC 223141,83.3,Needs Review,Virgo,-1,190.3,10.933,97.2,5.67,218776162.0,
AGC 238764,83.3,Needs Review,Virgo,-1,204.9063,6.9961,104.0,3.34,114815362.1,
J125311+032639,83.3,Needs Review,Virgo,-1,193.296,3.442,40.2,3.1,95500000.0,
J131132-144033,83.3,Needs Review,Virgo,-1,197.884,-14.676,35.3,2.3,95500000.0,
J131403-120644,83.3,Needs Review,Virgo,-1,198.517,-12.113,95.8,5.4,549500000.0,
J131845-153954,83.3,Needs Review,Virgo,-1,199.69,-15.665,94.1,7.9,234000000.0,
J133424-141834,83.3,Needs Review,Virgo,-1,203.601,-14.311,96.5,3.5,245000000.0,
LSBG-750,83.3,Needs Review,Virgo,-1,179.93146,-0.77271,41.3,1.8,23000000.0,
MATLAS-1794,83.3,Needs Review,Virgo,-1,213.469292,-3.055861,29.0,1.23,25118864.0,
MATLAS-2019,83.3,Needs Review,Virgo,-1,226.3340416667,1.812475,20.0,1.67,86000000.0,
J123308-003203,83.3,Needs Review,Virgo,5,188.283,-0.533,10.4,1.8,51300000.0,
J125956-192430,83.3,Needs Review,Virgo,5,194.983,-19.408,7.3,1.3,6310000.0,
KK176,83.3,Needs Review,Virgo,5,194.9845833,-19.4133333,7.3,1.3,6309573.445,
AGC 242019,83.3,Needs Review,Virgo,15,218.4724,1.4868,12.5,1.5,137000000.0,
J125603+045202,83.3,Needs Review,Virgo,15,194.014,4.867,19.7,1.4,30200000.0,
KiDS_UDG_NGC5576_191.84_1.40,83.3,Needs Review,Virgo,15,191.8478,-1.4049,22.5,1.896,21379621.0,
NGVS 3543,83.3,Needs Review,Virgo,15,191.673875,10.386222,16.5,1.79,12589254.1,
NGVSJ12:18:05.98+07:38:02.6,83.3,Needs Review,Virgo,15,184.525,7.634,16.5,1.79,5000000.0,
NGVSJ12:20:11.38+11:53:56.5,83.3,Needs Review,Virgo,15,185.047,11.899,16.5,1.94,5900000.0,
NGVSJ12:22:03.58+11:43:17.5,83.3,Needs Review,Virgo,15,185.515,11.722,16.5,1.79,27900000.0,
NGVSJ12:26:37.41+09:44:32.0,83.3,Needs Review,Virgo,15,186.656,9.742,16.5,1.21,2500000.0,
NGVSJ12:28:37.88+12:51:42.0,83.3,Needs Review,Virgo,15,187.158,12.862,16.5,2.49,6000000.0,
NGVSJ12:30:08.68+09:42:56.2,83.3,Needs Review,Virgo,15,187.536,9.716,16.5,3.73,286000000.0,
NGVSJ12:30:12.55+09:42:56.3,83.3,Needs Review,Virgo,15,187.552,9.716,16.5,1.49,44700000.0,
NGVSJ12:30:37.30+10:20:53.0,83.3,Needs Review,Virgo,15,187.655,10.348,16.5,4.18,55400000.0,
NGVSJ12:31:48.01+12:21:33.1,83.3,Needs Review,Virgo,15,187.95,12.359,16.5,2.77,3300000.0,
NGVSJ12:32:15.43+11:23:52.6,83.3,Needs Review,Virgo,15,188.064,11.398,16.5,1.61,8900000.0,
NGVSJ12:32:22.52+12:19:32.1,83.3,Needs Review,Virgo,15,188.094,12.326,16.5,5.15,43700000.0,
NGVSJ12:33:51.04+09:04:46.7,83.3,Needs Review,Virgo,15,188.463,9.08,16.5,1.28,3300000.0,
VCC 1421,83.3,Needs Review,Virgo,15,188.054,9.316,16.5,2.18,35200000.0,
VCC 1448,83.3,Needs Review,Virgo,15,187.456,12.123,16.5,2.8,50000000.0,
VCC 1528,83.3,Needs Review,Virgo,15,187.8,12.9,16.5,3.5,120000000.0,
VCC 1551,83.3,Needs Review,Virgo,15,188.565,11.467,16.5,2.02,33900000.0,
VCC 1661,83.3,Needs Review,Virgo,15,187.705,12.346,16.5,3.2,100000000.0,
VCC 169,83.3,Needs Review,Virgo,15,183.982,9.651,16.5,2.51,22900000.0,
VCC 1779,83.3,Needs Review,Virgo,15,187.5,13.0,16.5,3.8,180000000.0,
VCC 1861,83.3,Needs Review,Virgo,15,189.2,12.7,16.5,3.0,90000000.0,
VCC 1964,83.3,Needs Review,Virgo,15,190.8242917,8.9147222,17.0,1.41,20000000.0,
VCC 2008,83.3,Needs Review,Virgo,15,190.0,13.0,16.5,3.8,110000000.0,
VCC 2050,83.3,Needs Review,Virgo,15,190.5,12.5,16.5,2.5,70000000.0,
VCC 2092,83.3,Needs Review,Virgo,15,191.0,13.2,16.5,4.2,180000000.0,
VCC 2140,83.3,Needs Review,Virgo,15,191.5,12.8,16.5,3.1,100000000.0,
VCC 217,83.3,Needs Review,Virgo,15,184.267,10.006,16.5,2.91,78800000.0,
VCC 487,83.3,Needs Review,Virgo,15,185.41,6.283,16.5,1.69,12700000.0,
VCC 707,83.3,Needs Review,Virgo,15,186.054,11.762,16.5,1.79,71600000.0,
VCC 950,83.3,Needs Review,Virgo,15,186.712,11.558,16.5,2.39,123000000.0,
MATLAS-1957,83.3,Needs Review,Virgo,16,225.477958,1.625833,31.3,1.14,100000000.0,
J132030-202723,83.3,Needs Review,Virgo,29,200.128,-20.457,23.3,1.3,29500000.0,
J134247-193454,83.3,Needs Review,Virgo,29,205.696,-19.582,20.2,1.4,20900000.0,
KiDS_UDG_NGC4073_181.03_1.32,83.3,Needs Review,Virgo,35,181.0329,1.3216,87.5,1.556,63000000.0,
KiDS_UDG_NGC4073_181.13_1.41,83.3,Needs Review,Virgo,35,181.1397,1.416,87.5,1.804,63000000.0,
SMDG1337327+090817,66.7,Needs Review,Boötes,15,204.38635,9.13815,14.9,0.58,,
SMDG1337528+085709,66.7,Needs Review,Boötes,15,204.46989,8.95253,14.9,0.39,,
UDGC,66.7,Needs Review,Cancer,-1,136.417,25.42891,42.0,6.3,,
Abell 1697,66.7,Needs Review,Canes Venatici,-1,198.269,46.2646,869.2,,13200000000000.0,
NGC 4258-DF1,66.7,Needs Review,Canes Venatici,5,185.1675,47.0008,15.6,1.2,,
SMDG1214528+474319,66.7,Needs Review,Canes Venatici,5,183.72,47.72185,20.3,0.66,,
SMDG1215038+473833,66.7,Needs Review,Canes Venatici,5,183.7659,47.64263,20.3,2.0,,
SMDG1217358+474748,66.7,Needs Review,Canes Venatici,5,184.39904,47.79678,20.3,0.33,,
SMDG1314090+362001,66.7,Needs Review,Canes Venatici,50,198.53739,36.33372,19.1,0.9,,
SMDG1314205+363412,66.7,Needs Review,Canes Venatici,50,198.58532,36.56995,19.1,1.44,,
SOS 61086,66.7,Needs Review,Centaurus,-1,202.875,-31.78,210.0,,4000000000.0,
dw1315-45,66.7,Needs Review,Centaurus,-1,198.9833,-45.7506,50.0,2.3,,
238,66.7,Needs Review,Cetus,-1,30.263,-6.68032,,1.06,21850000.0,
344,66.7,Needs Review,Cetus,-1,36.67423,-4.07979,,2.29,63500000.0,
370,66.7,Needs Review,Cetus,-1,39.9821,-1.5958,,3.03,45708800.0,
MGTH_J021534.4-042904,66.7,Needs Review,Cetus,-1,33.8933,-4.4844,381.2,3.08,,
MGTH_J022029.4-041207,66.7,Needs Review,Cetus,-1,35.1225,-4.202,82.3,2.64,,
MGTH_J022045.0-050058,66.7,Needs Review,Cetus,-1,35.1875,-5.0161,384.1,4.27,,
MGTH_J022056.9-045917,66.7,Needs Review,Cetus,-1,35.2371,-4.9881,345.9,2.29,,
MGTH_J022058.7-051320,66.7,Needs Review,Cetus,-1,35.2446,-5.2222,291.4,1.78,,
MGTH_J022338.7-042431,66.7,Needs Review,Cetus,-1,35.9113,-4.4086,310.5,2.81,,
MGTH_J022357.0-051918,66.7,Needs Review,Cetus,-1,35.9875,-5.3217,347.7,5.99,,
MGTH_J022522.7-045519,66.7,Needs Review,Cetus,-1,36.3446,-4.922,151.1,4.25,,
SMDG0035569+010149,66.7,Needs Review,Cetus,-1,8.9870833,1.0302778,72.8356,,25118864.0,
SMDG0045200-011839,66.7,Needs Review,Cetus,-1,11.3333333,-1.3108333,77.0895,,25118864.0,
SMDG0108359-002834,66.7,Needs Review,Cetus,-1,17.1495833,-0.4761111,94.2082,,79432823.0,
SMDG0113101-001223,66.7,Needs Review,Cetus,-1,18.2920833,-0.2063889,85.65499,,25118864.0,
317,66.7,Needs Review,Cetus,2,34.64441,-6.20896,103.0,1.2852,,
MGTH_J021808.2-045217,66.7,Needs Review,Cetus,2,34.5342,-4.8714,104.0,1.23,,
MGTH_J022042.1-052115,66.7,Needs Review,Cetus,3,35.1754,-5.3542,30.1,0.72,,
MGTH_J022138.1-052631,66.7,Needs Review,Cetus,3,35.4088,-5.442,25.9,1.35,,
SMDG0240406-082308,66.7,Needs Review,Cetus,3,40.16902,-8.38542,13.5,0.29,,
SMDG0240557-082639,66.7,Needs Review,Cetus,3,40.23225,-8.44416,13.5,0.38,,
UDO-NE,66.7,Needs Review,Cetus,3,40.731875,0.1051389,15.9,4.5,,
UDO-SE,66.7,Needs Review,Cetus,3,40.752,-0.1500278,15.9,2.9,,
UDO-SW,66.7,Needs Review,Cetus,3,40.589875,-0.1125556,15.9,5.4,,
Minkowski's Object,66.7,Needs Review,Cetus,28,21.4517,-1.3717,77.0,,19000000.0,
MGTH_J021625.5-044228,66.7,Needs Review,Cetus,41,34.1063,-4.7078,183.9,1.8,,
MGTH_J021642.0-044221,66.7,Needs Review,Cetus,41,34.175,-4.7058,184.0,5.57,,
MGTH_J021818.0-043234,66.7,Needs Review,Cetus,41,34.575,-4.5428,184.9,2.49,,
MGTH_J022026.3-045912,66.7,Needs Review,Cetus,41,35.1096,-4.9867,183.7,2.75,,
MGTH_J022051.9-045832,66.7,Needs Review,Cetus,41,35.2163,-4.9756,189.1,3.34,,
MGTH_J022117.8-045040,66.7,Needs Review,Cetus,41,35.3242,-4.8444,187.8,2.2,,
MGTH_J022332.2-044928,66.7,Needs Review,Cetus,41,35.8842,-4.8244,192.9,5.53,,
MGTH_J022350.6-045045,66.7,Needs Review,Cetus,41,35.9608,-4.8458,190.1,10.79,,
MGTH_J022400.9-044943,66.7,Needs Review,Cetus,41,36.0038,-4.8286,190.1,2.65,,
MGTH_J022429.6-044037,66.7,Needs Review,Cetus,41,36.1233,-4.677,190.1,6.29,,
MGTH_J021645.4-042035,66.7,Needs Review,Cetus,42,34.1892,-4.3431,389.9,7.61,,
MGTH_J021848.1-045028,66.7,Needs Review,Cetus,42,34.7004,-4.8411,391.0,7.53,,
MGTH_J021724.3-043322,66.7,Needs Review,Cetus,43,34.3513,-4.5561,140.9,1.72,,
MGTH_J021759.3-041634,66.7,Needs Review,Cetus,43,34.4971,-4.2761,138.6,6.74,,
MGTH_J022011.5-051047,66.7,Needs Review,Cetus,44,35.0479,-5.1797,225.9,1.94,,
MGTH_J022358.3-050756,66.7,Needs Review,Cetus,44,35.9929,-5.1322,227.2,2.67,,
MGTH_J022110.7-050630,66.7,Needs Review,Cetus,45,35.2946,-5.1083,177.9,1.75,,
MGTH_J022443.4-045158,66.7,Needs Review,Cetus,45,36.1808,-4.8661,176.8,2.62,,
SMDG0055526-011739,66.7,Needs Review,Cetus,54,13.9691667,-1.2941667,85.65499,,31622776.6,
SMDG0058071-010201,66.7,Needs Review,Cetus,54,14.5295833,-1.0336111,89.9377,,100000000.0,
SMDG1256054+273018,66.7,Needs Review,Coma Berenices,-1,194.022495,27.505,160.0,2.4,,
COMA_12_3266,66.7,Needs Review,Coma Berenices,4,195.17593,28.164309,100.0,1.84,,
COMA_12_4296,66.7,Needs Review,Coma Berenices,4,195.2982,28.145302,100.0,2.11,,
COMA_12_5647,66.7,Needs Review,Coma Berenices,4,195.48859,28.138306,100.0,1.73,,
COMA_13_6651,66.7,Needs Review,Coma Berenices,4,195.3371,28.539967,100.0,1.7,,
COMA_14_1859,66.7,Needs Review,Coma Berenices,4,195.21524,28.871029,100.0,2.41,,
COMA_14_3083,66.7,Needs Review,Coma Berenices,4,195.15186,28.930553,100.0,1.91,,
COMA_22_4042,66.7,Needs Review,Coma Berenices,4,194.72652,28.08718,100.0,1.64,,
COMA_22_4410,66.7,Needs Review,Coma Berenices,4,195.06532,28.029459,100.0,1.5,,
COMA_22_4600,66.7,Needs Review,Coma Berenices,4,194.71304,28.13771,100.0,1.58,,
COMA_22_4735,66.7,Needs Review,Coma Berenices,4,194.77484,27.97042,100.0,1.56,,
COMA_22_5227,66.7,Needs Review,Coma Berenices,4,194.9666,27.82323,100.0,1.71,,
COMA_22_6931,66.7,Needs Review,Coma Berenices,4,194.78117,28.13321,100.0,1.73,,
COMA_23_2058,66.7,Needs Review,Coma Berenices,4,194.72876,28.65372,100.0,2.3,,
COMA_23_5706,66.7,Needs Review,Coma Berenices,4,194.8023,28.353645,100.0,1.8,,
COMA_24_3717,66.7,Needs Review,Coma Berenices,4,194.97047,28.7967,100.0,1.5,,
COMA_30_2126,66.7,Needs Review,Coma Berenices,4,194.51813,27.056221,100.0,2.1,,
COMA_30_3930,66.7,Needs Review,Coma Berenices,4,194.60199,26.745077,100.0,1.58,,
